uid,model_genesis_pretrained
167d6vnx,0.40358641743659973
npsv8dkm,0.3504771590232849
u6u4pllg,0.4700278639793396
f309hsuw,0.2922247052192688
dkejp5k7,0.603540301322937
917xfh41,0.38310813903808594
a68t2a3a,0.630585789680481
h7u0s3kd,0.847327470779419
z4ppj590,0.5196046829223633
emc20lsj,0.3908407390117645
2l4x5bwa,0.5943717956542969
en7yjf30,0.5502074360847473
kh5840ac,0.6803818941116333
uhgpjnvw,0.49759843945503235
rxgkikr2,0.8111988306045532
omrde51k,0.39566364884376526
8lxeqlez,0.28465086221694946
z1r2roik,0.7100691795349121
s62c1jlo,0.8968523740768433
po6j0m3l,0.5621796250343323
oufhw8wl,0.7049287557601929
va02dz61,0.60804682970047
txsnhft4,0.7932764291763306
i26lh07b,0.38242045044898987
a7dorfki,0.514096200466156
1ije2xe0,0.5033572316169739
jdcz1oa3,0.4615444242954254
vf02gvll,0.8337523937225342
sajhjxqk,0.5902827382087708
d8ur6tia,0.5332167148590088
rontdi9o,0.3129081130027771
inuxl39d,0.2753293216228485
g5rifwr0,0.5404725074768066
ui1jlmfl,0.6360253691673279
uoay12tl,0.601641058921814
xlzs49cd,0.802341103553772
zn1f0fp8,0.7917799949645996
bpg2r0to,0.3098606765270233
kpk7yswn,0.743760883808136
xfshwzsj,0.4415089786052704
q77z4es3,0.6220428943634033
aofc9lgy,0.466425359249115
tlcqfmui,0.21276791393756866
w7j35vlw,0.5873346328735352
ojtxcf0k,0.5215553641319275
jd2v1l1v,0.21251685917377472
j35yrg29,0.6895135641098022
d2ff5l6b,0.28728702664375305
spxlseun,0.24543723464012146
nrlst548,0.49208301305770874
84z4ur2y,0.5519129633903503
upmanqy0,0.3367535471916199
hu97ng0a,0.38400202989578247
psaldnj7,0.3897508680820465
vbjrbzjw,0.7936996817588806
83579wrr,0.860422670841217
513bb6f0,0.48705121874809265
5ep4cwcd,0.4320898652076721
t9gwa44l,0.25873273611068726
z6v7s7o4,0.2910400331020355
yc3s0dpj,0.632608950138092
hsg04ajm,0.3509484827518463
muzuqed0,0.608741283416748
gv812hnc,0.6002238392829895
0i4x6g1e,0.29303842782974243
bzgflig5,0.3698573410511017
gkzjrumx,0.7132591009140015
qw3b4nth,0.39974746108055115
zm32hzs3,0.429485946893692
2d1jqbex,0.2211267054080963
gfvnnvbz,0.4186075031757355
w5apmxd6,0.1905718594789505
lqga3qup,0.24487242102622986
o4jnmyk8,0.31217414140701294
516sp18o,0.41724687814712524
bs7587h9,0.31916287541389465
1el88l12,0.5266394019126892
qfaf5kci,0.45525407791137695
hdiy4nrm,0.744921088218689
qyz6y3z1,0.4777974784374237
de1e1630,0.950392484664917
pocr0vhv,0.38817235827445984
1nm3v16x,0.6164953708648682
eghpmxpk,0.5290966033935547
n3b8pfy4,0.5211344361305237
qcyd52al,0.22167734801769257
unqr8o1k,0.7532138824462891
jwv2qnrm,0.5384013652801514
tn29tnyf,0.8311936855316162
m7vh30qb,0.629982054233551
kern6yjm,0.28461965918540955
k3tgmalw,0.5170125961303711
vmb0idd0,0.6413302421569824
wpj8yi34,0.9238945841789246
0sqcnf9w,0.4623270332813263
5n9c70pa,0.6572170853614807
8jx54peg,0.2173035442829132
jks4i2nr,0.6461614370346069
1p02jyv6,0.7421087026596069
yjoaoejv,0.2864536941051483
9lhalckz,0.7494270205497742
3vwlo7am,0.8075593113899231
mpq0hzyj,0.35819026827812195
b48wumh9,0.28540921211242676
nklybwgm,0.8539443016052246
p9a9uri7,0.8101612329483032
ev4dh9ug,0.5505506992340088
f10oo1pv,0.23861786723136902
lnd581lt,0.8444737792015076
o4rq3q7g,0.36543726921081543
ktmqg6nx,0.4645451307296753
9owwew9v,0.22193418443202972
08liuqdn,0.3465896546840668
05xt54fn,0.51549232006073
5g77lk6h,0.7961557507514954
qiv929se,0.44769400358200073
vl7fq8ab,0.7802598476409912
y595cpjz,0.660420835018158
e1xtar0k,0.5737061500549316
o31nzsxp,0.7882210612297058
efj31ego,0.6356862187385559
m62hdxc6,0.5217841863632202
rijkq2zu,0.5266180634498596
v1fkhnnk,0.25200894474983215
8fwrpk0z,0.2869599461555481
fknwbhkv,0.2817581593990326
jz09owgm,0.32994693517684937
f4ln5rgs,0.6932386755943298
g6a8mlik,0.6925950050354004
22xmq664,0.5679898858070374
42sihxod,0.49540436267852783
lctt058c,0.7169278264045715
uij0yxiy,0.7284252643585205
qbvtdg3c,0.7906666398048401
6scivuqt,0.7920802235603333
2lwhedht,0.5996651649475098
hruu5e51,0.2217320054769516
h3wqa1vr,0.3813479244709015
gss8k5ij,0.33043429255485535
ulp98rl9,0.33270442485809326
qfcpk7pw,0.8258349299430847
tg21hslt,0.8652776479721069
dkvuff12,0.8481457233428955
4vf89x22,0.47137534618377686
j7q4kfmm,0.4624177813529968
0qpop1o8,0.7740640640258789
m291azhz,0.40949395298957825
knl2luhh,0.8078209757804871
s4dilrzq,0.744762659072876
8bxy6rkv,0.4049178957939148
ndxjn7de,0.4284020960330963
0l1offkh,0.6838561296463013
diu1jtka,0.3160785734653473
1c2zl46q,0.35105058550834656
5gqqlyzj,0.3846505880355835
0aeoorbt,0.751448929309845
6sapbs22,0.7065191268920898
ruw0u92t,0.5865687131881714
24d7v911,0.40882882475852966
pjq50xcx,0.36148566007614136
msy3paua,0.4086601138114929
3aipjiyl,0.45755648612976074
qx1um55f,0.4619831144809723
1hgav42t,0.8387267589569092
8llihkpj,0.6076744198799133
7hme6p4n,0.4767018258571625
p00nqohn,0.4541518986225128
3dg60e1e,0.33887046575546265
rv0lg92m,0.7393369674682617
jeqa2o4m,0.8040128946304321
84p4k9dx,0.2735340893268585
oq8jxlfi,0.33721041679382324
xnofg780,0.6491042375564575
3g5dfrlw,0.5457473993301392
6jl2l5b5,0.37901103496551514
6bnvsfa6,0.4132917821407318
d9er94te,0.87842857837677
vwlq6exn,0.6774429678916931
wzr04hhe,0.4071978032588959
7icdo5di,0.8273680210113525
gxl9ysu5,0.5871277451515198
1epxu7b6,0.6854600310325623
nbhgfb2f,0.8798007369041443
lurmw3uq,0.2247161716222763
hwtek17m,0.8048678636550903
6j3rtxym,0.5183536410331726
etk5lp9c,0.27401700615882874
5so79h4h,0.47968342900276184
a0mvf4s2,0.6904821395874023
ni8tndfw,0.7377927303314209
w41f7v4k,0.5500583648681641
88k686qe,0.4950760304927826
7ajul7w8,0.3007160425186157
cof3138i,0.3458760380744934
2xog4c8j,0.6388844847679138
6e07fpy1,0.30024489760398865
aeldwqxk,0.6347847580909729
e0qc96mj,0.8728762865066528
9n6eqv5y,0.2977454364299774
21id9vvn,0.3868444859981537
5x48pw5k,0.8077937960624695
0jjsp49c,0.3754429817199707
d3irvxd2,0.6864551305770874
zu4ns7nv,0.32905706763267517
v28ue1my,0.41311582922935486
6po0m24u,0.28221702575683594
s73w1yau,0.9338027834892273
a8d7204j,0.6382873058319092
3m9iqbq9,0.5070027709007263
j2h1tlom,0.26159900426864624
344mw04i,0.6378169655799866
3dzxlrgn,0.4452449083328247
jzm3618l,0.26126736402511597
eu6zu1to,0.4811588525772095
zhdv5ojz,0.661423921585083
to7d835k,0.8836469650268555
uc9pbtyj,0.46717900037765503
r39iixha,0.7946797013282776
iaw4otuo,0.5560719966888428
4uw590z9,0.22102119028568268
2jn67lm8,0.27699482440948486
e49ite92,0.4979090988636017
srl3vzzx,0.6012779474258423
t9qubwrp,0.2558342218399048
8guucm5f,0.684836745262146
yczu80zr,0.16635161638259888
z79hqtyl,0.23702439665794373
u58ftyla,0.3997223973274231
jxepq85j,0.4727311134338379
kbp2qd6v,0.5451070666313171
jwtektsg,0.6520737409591675
vgww4fyb,0.7843984365463257
xyvgiui9,0.7037993669509888
6g5g79or,0.6271001100540161
31yhxso7,0.5982893109321594
21b07g2r,0.5388513207435608
w9heyce4,0.696105420589447
g84d4r9v,0.6848670840263367
lbpj8t22,0.7248972654342651
swk8temp,0.6302473545074463
mqf7zk94,0.6565964818000793
mf4nnkm9,0.5967318415641785
8p6fvdhr,0.5772127509117126
u5wryesu,0.6986067891120911
yydu3asn,0.6419554948806763
rm6dfhg6,0.5637437701225281
w3stt1eq,0.7740737795829773
gmd478mf,0.7666677832603455
zublekvl,0.6915062665939331
dfovd79c,0.6551520824432373
r8wm9lbb,0.5899249315261841
mmxixv6c,0.776677668094635
nffykpl3,0.6995766162872314
egi3qupx,0.5002826452255249
07s387j5,0.7011808753013611
pfg8pjvr,0.662849485874176
r0jy32ho,0.6315774917602539
g585i87x,0.7634217739105225
jdn8ezp7,0.8330668807029724
jl6l91f4,0.5311039090156555
c1y5ayyo,0.64621502161026
0vtkrrvw,0.6234840750694275
wmbxek0q,0.7057440876960754
a2iz5p3v,0.5612178444862366
jedgfjdl,0.684369683265686
7qhak7md,0.6692975759506226
71w1wudc,0.41382506489753723
c2guwjp0,0.7244157195091248
hg5zmtga,0.7629559636116028
5cf72gnn,0.33030644059181213
rqlnzzrj,0.5875806212425232
om2zkf5b,0.5162768959999084
1sa3y5t3,0.5846467614173889
7szpf9s9,0.49800610542297363
ehwhg0u4,0.5392467975616455
3qlx3f2x,0.8774659037590027
hdcv4bkt,0.5932204127311707
cv1ltwbj,0.4372676908969879
9uu2bl7a,0.472741037607193
mkoh109z,0.48501309752464294
do0d3fvn,0.50490802526474
v4kfq5dz,0.5932430028915405
53x1f8s0,0.6465674638748169
x7m2mm4p,0.7888551354408264
61nhvcfw,0.7500712871551514
r2f5t82d,0.34897011518478394
dl7fkndg,0.5258128643035889
1jrj5xfe,0.47455087304115295
ub4o47en,0.3269847631454468
48nysj5y,0.6331288814544678
wx0i3a4k,0.6490480899810791
focnqdqx,0.4656817317008972
6qd0771h,0.36673396825790405
ll9rzrkb,0.5359315276145935
fqxlbvn7,0.5265662670135498
nprb58yj,0.5444353222846985
wdcokz5s,0.7135156989097595
yj3d6m1f,0.6429572701454163
mpryfzmy,0.40389952063560486
oa2vcywl,0.5190216302871704
9700lfqf,0.5657059550285339
5e8osaq3,0.5500332713127136
eq8dh9pt,0.5235859155654907
fnm88ua3,0.49679234623908997
a6s5zxqo,0.2846142053604126
mts1egpg,0.3024309277534485
vtn4ypkw,0.6116089820861816
7493dxwo,0.5892584919929504
r17dpubk,0.44115155935287476
piqnhqe8,0.5523943305015564
6o3z0ani,0.6663951873779297
k5j42oi6,0.6036827564239502
oafn33vm,0.4027712941169739
89i9gx32,0.27505117654800415
uew9g6sp,0.426274836063385
d2sw24wj,0.7386326789855957
t8hdpwvb,0.5714827179908752
z7cn0eqw,0.42741554975509644
mi6kti22,0.4597005248069763
1xj7wwud,0.37012961506843567
qvdk6drn,0.49976861476898193
4orac8cy,0.9406771659851074
nl63gagu,0.754173994064331
vb99rwtf,0.5932170748710632
07gbasf5,0.39330172538757324
ehlh07jr,0.24918998777866364
8mtk0rso,0.4008043110370636
ggy5kov1,0.47334858775138855
l28r5p03,0.29061704874038696
wvpunwcg,0.3991653621196747
bsvk3x8m,0.3012888729572296
bgl2mcxn,0.44677290320396423
2elalq26,0.2571970522403717
unvsdkv5,0.35883164405822754
4c6p1llh,0.4281196594238281
2r9pegln,0.673721432685852
ukx496k4,0.45236140489578247
o67bxcd2,0.7308309078216553
0j1oulwo,0.49517855048179626
zq48enwb,0.37190014123916626
badlypgg,0.4644920825958252
6n6975j2,0.3106529116630554
d8clw3jg,0.4814918041229248
eqe5158o,0.48425769805908203
qesux9l0,0.2651418149471283
ijkcu5x0,0.35878393054008484
hc8cah3g,0.4911480247974396
dhvs41lq,0.5950959324836731
fs6hn95s,0.5658371448516846
2gkfl5xf,0.49428024888038635
50i6gbxq,0.5505040884017944
j7dpfssb,0.7928106784820557
jdx0pkov,0.33493733406066895
trpyx8hb,0.6769681572914124
bjcdiwzo,0.6219826340675354
d05jh2mk,0.32039880752563477
v0dszrk6,0.8676670789718628
ilcg6far,0.219832643866539
mgjcy4v8,0.4876234829425812
urid3u94,0.3946893811225891
sgfdk0q0,0.6151691675186157
9jrnamz6,0.687434732913971
146vey0a,0.5865738391876221
94xfri09,0.40829935669898987
m0g8w85y,0.5394643545150757
6q8sjy5o,0.5755658745765686
p9lbsmwp,0.6207802295684814
q82k8ryq,0.4734492599964142
f8wxkk2a,0.22018679976463318
bkvblpxa,0.8123967051506042
jmk4x1fd,0.575153648853302
j9hvchrm,0.530859649181366
3wp8djkl,0.24589356780052185
uyluyhet,0.45343220233917236
kduwtn5p,0.31406497955322266
epl7zqpp,0.6379297375679016
oau8p1wk,0.5804725885391235
isetuk1o,0.48960819840431213
oa35qbb3,0.5639118552207947
xmdkrlc0,0.39489129185676575
y0bhf0ri,0.4448260962963104
y4kl9ary,0.4347740113735199
eavedhr3,0.362947940826416
pceo934t,0.27806729078292847
3y4wpwg3,0.39110442996025085
xg0trky8,0.45888927578926086
ryozdppb,0.45153751969337463
quakx6wb,0.34526148438453674
68q0j9m4,0.6825798153877258
smzocxmz,0.5458852052688599
mz2k1ko6,0.46719834208488464
xnqxu71s,0.33449485898017883
el8mwob4,0.5923474431037903
fdd7r193,0.45047280192375183
0i6g61pc,0.4104864001274109
we4c1v47,0.6049490571022034
lzn9uhjp,0.5141730308532715
khf33guw,0.5404093861579895
yh36motc,0.3408640921115875
g06xr3ur,0.6908304691314697
mwuecpnc,0.4936293661594391
c2keivli,0.7945467829704285
77jzc58c,0.40663474798202515
u47soczd,0.8039153814315796
q7jbmjm1,0.5679367780685425
ft07x5ic,0.7337600588798523
86z1b98v,0.35303056240081787
wct8jbbs,0.6502066254615784
xpk48ab1,0.39139994978904724
3t4y0tb1,0.5203360915184021
zppep69n,0.5185092687606812
gpcivi05,0.61101895570755
2u9az3ce,0.45688703656196594
gbmxikvr,0.36189040541648865
othlqh7p,0.7359036207199097
pcaduvl9,0.7313433289527893
vrnegn2b,0.7092918157577515
vmsr75rm,0.8157261610031128
