uid,source_path,cached_path,config_hash,preprocessing_config,source_mtime,status,error,vmin,vmax,vmean,vstd,nonzero_fraction,all_finite,warnings
53lc58dr,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\53lc58dr.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\53lc58dr_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260362.134935,cached,,0.0,1.0,0.2972508668899536,0.28635403513908386,0.8576202392578125,True,high_intensity_touches_boundary:y
c11ertj5,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\c11ertj5.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\c11ertj5_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260365.4399092,cached,,0.0,1.0,0.2019871026277542,0.2975296676158905,0.5611839294433594,True,
9mx2x18h,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\9mx2x18h.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\9mx2x18h_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260364.336567,cached,,0.0,1.0,0.29605191946029663,0.23887744545936584,0.8480453491210938,True,"high_intensity_touches_boundary:x,y"
afeyuhz1,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\afeyuhz1.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\afeyuhz1_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260364.6847048,cached,,0.0,1.0,0.3098970651626587,0.29326432943344116,0.6696014404296875,True,"high_intensity_touches_boundary:y,z"
gv0e38da,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\gv0e38da.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\gv0e38da_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260368.451895,cached,,0.0,1.0,0.20326641201972961,0.2691883146762848,0.5718231201171875,True,high_intensity_touches_boundary:y
ly8ozcyw,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\ly8ozcyw.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\ly8ozcyw_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260370.9651976,cached,,0.0,1.0,0.25712108612060547,0.28072282671928406,0.5641212463378906,True,high_intensity_touches_boundary:y
d14ve92m,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\d14ve92m.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\d14ve92m_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260366.036474,cached,,0.0,1.0,0.310258686542511,0.2610797584056854,0.768402099609375,True,"high_intensity_touches_boundary:y,z"
pnsm43d8,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\pnsm43d8.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\pnsm43d8_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260373.0034432,cached,,0.0,1.0,0.13142257928848267,0.2502867877483368,0.2793464660644531,True,
w3zp08j3,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\w3zp08j3.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\w3zp08j3_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260376.4608028,cached,,0.0,1.0,0.31364911794662476,0.3004845380783081,0.644683837890625,True,high_intensity_touches_boundary:y
trp0j43d,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\trp0j43d.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\trp0j43d_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260375.1486483,cached,,0.0,1.0,0.2556900978088379,0.2805576026439667,0.59442138671875,True,high_intensity_touches_boundary:y
5iqvnb4g,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\5iqvnb4g.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\5iqvnb4g_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260362.3590815,cached,,0.0,1.0,0.3216707408428192,0.2520556151866913,0.8731307983398438,True,high_intensity_touches_boundary:y
h2m5zja8,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\h2m5zja8.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\h2m5zja8_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260368.5604994,cached,,0.0,1.0,0.30249568819999695,0.2828158140182495,0.7267990112304688,True,high_intensity_touches_boundary:y
dzr1yxr2,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\dzr1yxr2.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\dzr1yxr2_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260366.6097152,cached,,0.0,1.0,0.31183934211730957,0.27700701355934143,0.7417259216308594,True,"high_intensity_touches_boundary:x,y"
dhylurtp,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\dhylurtp.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\dhylurtp_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260366.4020512,cached,,0.0,1.0,0.35047560930252075,0.25313472747802734,0.82196044921875,True,"high_intensity_touches_boundary:y,z"
0lzjjege,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\0lzjjege.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\0lzjjege_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260359.53831,cached,,0.0,1.0,0.26252031326293945,0.28773781657218933,0.5512771606445312,True,high_intensity_touches_boundary:y
t1ghr09s,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\t1ghr09s.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\t1ghr09s_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260374.762281,cached,,0.0,1.0,0.28827613592147827,0.224639430642128,0.989837646484375,True,"high_intensity_touches_boundary:y,z"
kdgigatj,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\kdgigatj.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\kdgigatj_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260370.2365682,cached,,0.0,1.0,0.23089277744293213,0.2928084433078766,0.4866371154785156,True,high_intensity_touches_boundary:y
9tze5r5u,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\9tze5r5u.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\9tze5r5u_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260364.4444044,cached,,0.0,1.0,0.3004552721977234,0.28496915102005005,0.76409912109375,True,high_intensity_touches_boundary:y
qpgb7r3o,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\qpgb7r3o.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\qpgb7r3o_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260373.5402286,cached,,0.0,1.0,0.23440635204315186,0.24543125927448273,0.6337776184082031,True,high_intensity_touches_boundary:y
cwbfuk9e,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\cwbfuk9e.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\cwbfuk9e_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260365.9128354,cached,,0.0,1.0,0.2939249873161316,0.22663575410842896,0.8374404907226562,True,"high_intensity_touches_boundary:y,z"
1v2isqp4,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\1v2isqp4.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\1v2isqp4_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260360.2244997,cached,,0.0,1.0,0.26865920424461365,0.30503982305526733,0.5442848205566406,True,high_intensity_touches_boundary:y
9kwv08hh,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\9kwv08hh.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\9kwv08hh_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260364.285287,cached,,0.0,1.0,0.33667516708374023,0.2820393741130829,0.7507476806640625,True,"high_intensity_touches_boundary:y,z"
xfgcaqvk,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\xfgcaqvk.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\xfgcaqvk_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260377.017681,cached,,0.0,1.0,0.28006914258003235,0.25637286901474,0.7804641723632812,True,high_intensity_touches_boundary:y
izzqy72w,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\izzqy72w.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\izzqy72w_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260369.2997823,cached,,0.0,1.0,0.2582872807979584,0.30200690031051636,0.4992179870605469,True,high_intensity_touches_boundary:y
x7ptx63c,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\x7ptx63c.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\x7ptx63c_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260376.9554143,cached,,0.0,1.0,0.31412482261657715,0.23845207691192627,0.8447990417480469,True,"high_intensity_touches_boundary:y,z"
fl0ukeyz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\fl0ukeyz.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\fl0ukeyz_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260367.7178898,cached,,0.0,1.0,0.30835869908332825,0.2776322066783905,0.7415122985839844,True,high_intensity_touches_boundary:y
7srcbplj,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\7srcbplj.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\7srcbplj_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260363.3906014,cached,,0.0,1.0,0.21889042854309082,0.3027964234352112,0.42082977294921875,True,high_intensity_touches_boundary:y
d84u89yj,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\d84u89yj.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\d84u89yj_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260366.2353945,cached,,0.0,1.0,0.2247094362974167,0.3033512532711029,0.4667167663574219,True,high_intensity_touches_boundary:y
b1qx6gvw,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\b1qx6gvw.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\b1qx6gvw_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260364.8923323,cached,,0.0,1.0,0.27692246437072754,0.27999433875083923,0.6640396118164062,True,high_intensity_touches_boundary:y
rdmly4ly,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\rdmly4ly.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\rdmly4ly_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260373.8890417,cached,,0.0,1.0,0.268349826335907,0.2701350450515747,0.696868896484375,True,high_intensity_touches_boundary:y
k83tqll8,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\k83tqll8.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\k83tqll8_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260370.1265187,cached,,0.0,1.0,0.27773138880729675,0.2594534158706665,0.7534751892089844,True,high_intensity_touches_boundary:y
os9xtogn,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\os9xtogn.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\os9xtogn_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260372.5771642,cached,,0.0,1.0,0.24370665848255157,0.3110305070877075,0.5530853271484375,True,high_intensity_touches_boundary:y
1w1ht7pz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\1w1ht7pz.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\1w1ht7pz_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260360.2357037,cached,,0.0,1.0,0.32106202840805054,0.2858910858631134,0.7726478576660156,True,"high_intensity_touches_boundary:x,y"
e9vifttd,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\e9vifttd.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\e9vifttd_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260366.8092387,cached,,0.0,1.0,0.24816735088825226,0.2774137854576111,0.601776123046875,True,high_intensity_touches_boundary:y
